,participant_A,participant_B
235,11890094,11890119
236,11890869,11890995
237,11890946,11891181
238,11890209,11891038
239,11890385,11890558
240,11890214,11890339
241,11890204,11890406
242,11889665,11890861
243,11889654,11890204
244,11890123,11890656
245,11890228,11890705
246,11890200,11907152
247,11890099,11890541
248,11890850,11891926
249,11890129,11890965
250,11890215,11890909
251,11890068,11890668
252,11890240,11890641
253,11890749,11891228
254,11890594,11890967
255,11890197,11890427
256,11890997,11891941
257,11890109,11891100
258,11890114,11891314
259,11890536,11890966
260,11889652,11891082
261,11890396,11892195
262,11890082,11892194
263,11890142,11890177
264,11890219,11907152
265,11890209,11891961
266,11890337,11890428
267,11890167,11890407
268,11890119,11890394
269,11890265,11891002
270,11890265,11890697
271,11890084,11891341
272,11890303,11890956
273,11890065,11890334
274,11889646,11890731
275,11890256,11890775
276,11890578,11890724
277,11890501,11890545
278,11890389,11890814
279,11890194,11892045
280,11890417,11892213
281,11890659,11890724
282,11890300,11907118
283,11890117,11891926
284,11890078,11891080
285,11890367,11890701
286,11890102,11892022
287,11890548,11891206
288,11890172,11890673
289,11890160,11890971
290,11890910,11907109
291,11890197,11890700
292,11892169,11907109
293,11890874,11890883
294,11890784,11890883
295,11890193,11890784
296,11890741,11890874
297,11890168,11892022
298,11890132,11890143
299,11890255,11890707
300,11890366,11890801
301,11890385,11890400
302,11890329,11890330
303,11890062,11890900
304,11890331,11890674
305,11890107,11890142
306,11890062,11890673
307,11890233,11890385
308,11890107,11890363
309,11890223,11891787
310,11890484,11890898
311,11890675,11890687
312,11890091,11891758
313,11890205,11890259
314,11890820,11891770
315,11890198,11890655
316,11890193,11890594
317,11890389,11890407
318,11890125,11890956
319,11890109,11891038
320,11890432,11890690
321,11890261,11890965
322,11889643,11891212
323,11890750,11890945
324,11890146,11890705
325,11890334,11890609
326,11890339,11892195
327,11890303,11892051
328,11890120,11890143
329,11890299,11891793
330,11890256,11892045
331,11890361,11890430
332,11889643,11890271
333,11890801,11891267
334,11890182,11890652
335,11890437,11890635
336,11890205,11890378
337,11890226,11890811
338,11890167,11890477
339,11890201,11890812
340,11890101,11890107
341,11890059,11890189
342,11890402,11890565
343,11890150,11890745
344,11890966,11891270
345,11890189,11890389
346,11890797,11891038
347,11890598,11891028
348,11890065,11890155
349,11890427,11891025
350,11890123,11890805
351,11890300,11891970
352,11890245,11890909
353,11889651,11890368
354,11890423,11891787
355,11890108,11890329
356,11890354,11890524
357,11890310,11891777
358,11890363,11890523
359,11889665,11890990
360,11890271,11890801
361,11890433,11891941
362,11890174,11890898
363,11890166,11891038
364,11890174,11890545
365,11890861,11890879
366,11892178,11892183
367,11890656,11907093
368,11890243,11890339
369,11890354,11907112
370,11890228,11890495
371,11889646,11891094
372,11890172,11890609
373,11890361,11891231
374,11890078,11890319
375,11890328,11891966
376,11890282,11891742
377,11890113,11890745
378,11890157,11890652
379,11890154,11890159
380,11890337,11891997
381,11890437,11891726
382,11890310,11891793
383,11890177,11892054
384,11889665,11890709
385,11890063,11890418
386,11890814,11891134
387,11890262,11891810
388,11890351,11890892
389,11890361,11891020
390,11890059,11891228
391,11890331,11890354
392,11890374,11892067
393,11890300,11890767
394,11890114,11890192
395,11890380,11890837
396,11890575,11890784
397,11890223,11890271
398,11890320,11890879
399,11890175,11890902
400,11890160,11890502
401,11890308,11890342
402,11890123,11890767
403,11890105,11890669
404,11890079,11890201
405,11890346,11890966
406,11890573,11890656
407,11890339,11891147
408,11890740,11890971
409,11890120,11890220
410,11890371,11890652
411,11890594,11890991
412,11891030,11891158
413,11890324,11891245
414,11890967,11891341
415,11890720,11891762
416,11891153,11891759
417,11891267,11907098
418,11890844,11891941
419,11890059,11890223
420,11890299,11890942
421,11890191,11890892
422,11890400,11890652
423,11890233,11890329
424,11890227,11890618
425,11890174,11891270
426,11890127,11890219
427,11890959,11891280
428,11890122,11890696
429,11889644,11890579
430,11890086,11891228
431,11889654,11892024
432,11890691,11891725
433,11889651,11890416
434,11890342,11891039
435,11889645,11890675
436,11890699,11907111
437,11890329,11890659
438,11891725,11892067
439,11890072,11890122
440,11890174,11890198
441,11889654,11891249
442,11890319,11892067
443,11890148,11891726
444,11890214,11890255
445,11890111,11890328
446,11890524,11891038
447,11890191,11892051
448,11890091,11890394
449,11890244,11907109
450,11890105,11890273
451,11890594,11890619
452,11890068,11890371
453,11890430,11890475
454,11890261,11892065
455,11890864,11907089
456,11890558,11892213
457,11890440,11890576
458,11891249,11891944
459,11890850,11891762
460,11890244,11891203
461,11890898,11907112
462,11890440,11891007
463,11890113,11890324
464,11890221,11890734
465,11890099,11890440
466,11890705,11892250
467,11891153,11891203
468,11889646,11890586
469,11890617,11890668
470,11890107,11891060
471,11890127,11891325
472,11889649,11907136
473,11890380,11892065
474,11890545,11890857
475,11890678,11891758
476,11890157,11890709
477,11890182,11890720
478,11890909,11891187
479,11890163,11891274
480,11890177,11890541
481,11890216,11890367
482,11890328,11890697
483,11890524,11890995
484,11890084,11890416
485,11890209,11890919
486,11890129,11890978
487,11889645,11890478
488,11890745,11891094
489,11890064,11890540
490,11890576,11892022
491,11890320,11891080
492,11891140,11891279
493,11890565,11890801
494,11890416,11890453
495,11891187,11891793
496,11890227,11891926
497,11890308,11890770
498,11890259,11890670
499,11890229,11890287
500,11890656,11890907
501,11890064,11890319
502,11890308,11890398
503,11890251,11890565
504,11890157,11890214
505,11890945,11907431
506,11890279,11890457
507,11890380,11890618
508,11890734,11891973
509,11890656,11892182
510,11890907,11907098
511,11891181,11891249
512,11890226,11890995
513,11890079,11890323
514,11890289,11890478
515,11890227,11891082
516,11890578,11890814
517,11890172,11890857
518,11890857,11907431
519,11890468,11890696
520,11889646,11890417
521,11890734,11891020
522,11890409,11891203
523,11890256,11890804
524,11890172,11890978
525,11890089,11892045
526,11890113,11890407
527,11890367,11907178
528,11890299,11892079
529,11890107,11890959
530,11890346,11890850
531,11890154,11890389
532,11890331,11891206
533,11890366,11890457
534,11890389,11891038
535,11890385,11890909
536,11890576,11890587
537,11891143,11892224
538,11890077,11890209
539,11890306,11891727
540,11889650,11891810
541,11890409,11890430
542,11890253,11890601
543,11889684,11890168
544,11890102,11891127
545,11890197,11890539
546,11890741,11891206
547,11890253,11890518
548,11890310,11891797
549,11890211,11890990
550,11890502,11890734
551,11890567,11890837
552,11890511,11890991
553,11890361,11891810
554,11890523,11890674
555,11891218,11891280
556,11889688,11890167
557,11890144,11891325
558,11890118,11907111
559,11890078,11907089
560,11890168,11890965
561,11890106,11891730
562,11890869,11892224
563,11890163,11891787
564,11891926,11892213
565,11890215,11890685
566,11890183,11890656
567,11890612,11891341
568,11890298,11892079
569,11889652,11890363
570,11890720,11892169
571,11890524,11907178
572,11890453,11890907
573,11890848,11891143
574,11890150,11891970
575,11889650,11890175
576,11890224,11890271
577,11890155,11890548
578,11890320,11891047
579,11890801,11892214
580,11890171,11890907
581,11890148,11890858
582,11890440,11890887
583,11890185,11892065
584,11890586,11891973
585,11890269,11890612
586,11890619,11891002
587,11890983,11891231
588,11889645,11890753
589,11890273,11891810
590,11890065,11890306
591,11890111,11890166
592,11890367,11891158
593,11890197,11891941
594,11890363,11890501
595,11890557,11890594
596,11890892,11907116
597,11890075,11890510
598,11890191,11890576
599,11890454,11890699
600,11890987,11891020
601,11890132,11890670
602,11890673,11890741
603,11890687,11890966
604,11890898,11891127
605,11890111,11890565
606,11890946,11891086
607,11890271,11890328
608,11890156,11890990
609,11890919,11890920
610,11890219,11890700
611,11891134,11891140
612,11889688,11890201
613,11891115,11892183
614,11890744,11891181
615,11890072,11890750
616,11890191,11890271
617,11890168,11890323
618,11890108,11890223
619,11890319,11890579
620,11890287,11890453
621,11890144,11890858
622,11891136,11891274
623,11890237,11890390
624,11890685,11890804
625,11890265,11890945
626,11892037,11907111
627,11890084,11890502
628,11890062,11891274
629,11890156,11890567
630,11890064,11890691
631,11890126,11891758
632,11890079,11890105
633,11889718,11890701
634,11890167,11890454
635,11890647,11890709
636,11890063,11891086
637,11890088,11891007
638,11890167,11890892
639,11890510,11891279
640,11890166,11891270
641,11890454,11891759
642,11890129,11890770
643,11890168,11892169
644,11890159,11891742
645,11890196,11890367
646,11891060,11891228
647,11891080,11892079
648,11890617,11890697
649,11890371,11890394
650,11890945,11892182
651,11890457,11891280
652,11890259,11891147
653,11890821,11892182
654,11890086,11890228
655,11890409,11890995
656,11890272,11890382
657,11890097,11890205
658,11890122,11892022
659,11890618,11890990
660,11890173,11891212
661,11890398,11891280
662,11890879,11890960
663,11907136,11907178
664,11890094,11890394
665,11890224,11890617
666,11890086,11890400
667,11890731,11891110
668,11890750,11891134
669,11890423,11891956
670,11890182,11890279
671,11890088,11890607
672,11890271,11890468
673,11890182,11891810
674,11890226,11890740
675,11890306,11890601
676,11890059,11891060
677,11890129,11890418
678,11890427,11907431
679,11889644,11890233
680,11890539,11891944
681,11890971,11891280
682,11890797,11891970
683,11890183,11890374
684,11890289,11890423
685,11891970,11892022
686,11890100,11890907
687,11890997,11891341
688,11890865,11892163
689,11890166,11891094
690,11890113,11891030
691,11889649,11891147
692,11890272,11890744
693,11890279,11891024
694,11890173,11890992
695,11890416,11890801
696,11890552,11890573
697,11889645,11891173
698,11890174,11890440
699,11889665,11890607
700,11890122,11890312
701,11890287,11890868
702,11890277,11890812
703,11890730,11891267
704,11890177,11890865
705,11890371,11892054
706,11890635,11907178
707,11890114,11892183
708,11890091,11892054
709,11890837,11907178
710,11890368,11890858
711,11890127,11890308
712,11889665,11891187
713,11890240,11892224
714,11890101,11890573
715,11890310,11891039
716,11890887,11890920
717,11890346,11890428
718,11890409,11891231
719,11890221,11891198
720,11890160,11890346
721,11890255,11892051
722,11891008,11907111
723,11891002,11891727
724,11890159,11890523
725,11890191,11890354
726,11890094,11890731
727,11890567,11890770
728,11890119,11890635
729,11890371,11890416
730,11890158,11890167
731,11891025,11891966
732,11890174,11891777
733,11890197,11891110
734,11891206,11891732
735,11890579,11891727
736,11890193,11890380
737,11891187,11891269
738,11890191,11890966
739,11890741,11891731
740,11890064,11890594
741,11890123,11890197
742,11890966,11891759
743,11890971,11891136
744,11890328,11890427
745,11890100,11890132
746,11890196,11890821
747,11890282,11890674
748,11890191,11891228
749,11891727,11891732
750,11890177,11907118
751,11890078,11890691
752,11890062,11891770
753,11890501,11892045
754,11890775,11891024
755,11890306,11890770
756,11890990,11907098
757,11891020,11892250
758,11890077,11892163
759,11890269,11890541
760,11890402,11890545
761,11890887,11891198
762,11890150,11890224
763,11890107,11890308
764,11890675,11891025
765,11890396,11890749
766,11890072,11890812
767,11890180,11890659
768,11890148,11890313
769,11890244,11890303
770,11889665,11891060
771,11891011,11891039
772,11891231,11891249
773,11889644,11891082
774,11890365,11907093
775,11890107,11890750
776,11891011,11892051
777,11889654,11890134
778,11890960,11891966
779,11890967,11891228
780,11890155,11890549
781,11890312,11890685
782,11890058,11890978
783,11890501,11891335
784,11890346,11891153
785,11889643,11890072
786,11890243,11890245
787,11890107,11890233
788,11890064,11890094
789,11890191,11907116
790,11890163,11890861
791,11890502,11891797
792,11890062,11890694
793,11890635,11891060
794,11890540,11890991
795,11890767,11891020
796,11890552,11890655
797,11890523,11890784
798,11890923,11892224
799,11891970,11892208
800,11890361,11891279
801,11890173,11907116
802,11890142,11890898
803,11891731,11892213
804,11890339,11890745
805,11890416,11890864
806,11890109,11890407
807,11890390,11890591
808,11891136,11892037
809,11890366,11890740
810,11890328,11891314
811,11890201,11890855
812,11890262,11890668
813,11889652,11891787
814,11892182,11892214
815,11890078,11890848
816,11890700,11891245
817,11890417,11890694
818,11890204,11890902
819,11890168,11890214
820,11890858,11892214
821,11891002,11892224
822,11890108,11890380
823,11891198,11907152
824,11890427,11890720
825,11907098,11907133
826,11889649,11890990
827,11889645,11890801
828,11890223,11890576
829,11890148,11890579
830,11890995,11891758
831,11890113,11890690
832,11890120,11890987
833,11891341,11891793
834,11890255,11890656
835,11890277,11890946
836,11890351,11891270
837,11892024,11907098
838,11890581,11892201
839,11890114,11890501
840,11890200,11890282
841,11890117,11890227
842,11889649,11891759
843,11890251,11891981
844,11890327,11890858
845,11890675,11890812
846,11890565,11891011
847,11890173,11890617
848,11890109,11891228
849,11890284,11890579
850,11890482,11890920
851,11890068,11890587
852,11890310,11890478
853,11890430,11891970
854,11890389,11891212
855,11890192,11890670
856,11890159,11890696
857,11890510,11892054
858,11890215,11891173
859,11890072,11890655
860,11890182,11890607
861,11890720,11890898
862,11890433,11891322
863,11890378,11890844
864,11890698,11890705
865,11889652,11890261
866,11890454,11892067
867,11890339,11890378
868,11890068,11890900
869,11890874,11890892
870,11889688,11890107
871,11890907,11891956
872,11890369,11890417
873,11889684,11890210
874,11891212,11892024
875,11890219,11890539
876,11890118,11890284
877,11890089,11891981
878,11889651,11891793
879,11890415,11890541
880,11890158,11891086
881,11890282,11890565
882,11890907,11890997
883,11890812,11891028
884,11890059,11891335
885,11890210,11892195
886,11889646,11890473
887,11890114,11890965
888,11890091,11892205
889,11890865,11891981
890,11890536,11891011
891,11890971,11891134
892,11890418,11890855
893,11890243,11890920
894,11890251,11890805
895,11890313,11890685
896,11890784,11891060
897,11890163,11890313
898,11890074,11890374
899,11890423,11890820
900,11890166,11890200
901,11890078,11890518
902,11890966,11892065
903,11890745,11890767
904,11890182,11891742
905,11890691,11890744
906,11890883,11890920
907,11890557,11890734
908,11890956,11891136
909,11890075,11890105
910,11890801,11891269
911,11890102,11891038
912,11890869,11891926
913,11890205,11907118
914,11890224,11891966
915,11890368,11891082
916,11890750,11892214
917,11890284,11892250
918,11890224,11891335
919,11891028,11891731
920,11890277,11890416
921,11890337,11891002
922,11890700,11907116
923,11890477,11891325
924,11890587,11891742
925,11890811,11890814
926,11890144,11890215
927,11890082,11890228
928,11890108,11890121
929,11890351,11890753
930,11890285,11890685
931,11891134,11891961
932,11890374,11891314
933,11890063,11890175
934,11890077,11890775
935,11889650,11890284
936,11890151,11890314
937,11890837,11891218
938,11890557,11890575
939,11889684,11890299
940,11890123,11890789
941,11890149,11890259
942,11890193,11890861
943,11890659,11907093
944,11890518,11890992
945,11890282,11890423
946,11890697,11890857
947,11890058,11890942
948,11890086,11890168
949,11890244,11890598
950,11890510,11890705
951,11890374,11891110
952,11890200,11890656
953,11890457,11890524
954,11890269,11890409
955,11890123,11890674
956,11890328,11892195
957,11890323,11890437
958,11890159,11891218
959,11890182,11890518
960,11891727,11907098
961,11889646,11890240
962,11890256,11891153
963,11890675,11890879
964,11890197,11890376
965,11890946,11891726
966,11890237,11892163
967,11890198,11890201
968,11890211,11891002
969,11890314,11890361
970,11890226,11891966
971,11891732,11892208
972,11890150,11890454
973,11890659,11891770
974,11890406,11890490
975,11892195,11907098
976,11890166,11891742
977,11890659,11892213
978,11890229,11890850
979,11890114,11890511
980,11891020,11891038
981,11890279,11891335
982,11890253,11890770
983,11890992,11891981
984,11890342,11890369
985,11890289,11890991
986,11891147,11891206
987,11890144,11890586
988,11890552,11890618
989,11890700,11890789
990,11890109,11890228
991,11890134,11890310
992,11891941,11907136
993,11890750,11892194
994,11890086,11890210
995,11890143,11891082
996,11890147,11890361
997,11891028,11891115
998,11890079,11890997
999,11890177,11892022
1000,11890159,11890346
1001,11890088,11890368
1002,11890064,11890857
1003,11890107,11890700
1004,11890109,11890586
1005,11890557,11892214
1006,11891216,11891730
1007,11890696,11892054
1008,11890068,11890228
1009,11890163,11891269
1010,11890371,11890675
1011,11890406,11891725
1012,11890148,11892022
1013,11890690,11891279
1014,11890084,11890106
1015,11890166,11890907
1016,11890378,11890724
1017,11891011,11891997
1018,11890520,11890675
1019,11890522,11891060
1020,11890579,11890720
1021,11889688,11890303
1022,11890197,11890271
1023,11890310,11891726
1024,11890196,11890618
1025,11890068,11890529
1026,11890106,11890724
1027,11890428,11891206
1028,11890102,11890502
1029,11890805,11891110
1030,11890804,11890848
1031,11890146,11890864
1032,11890284,11890575
1033,11890143,11890216
1034,11890185,11890855
1035,11890641,11890967
1036,11890168,11890673
1037,11890394,11891249
1038,11890734,11891007
1039,11890269,11890690
1040,11890323,11890502
1041,11890171,11891060
1042,11890105,11890529
1043,11890659,11891007
1044,11890312,11890814
1045,11890407,11891245
1046,11890415,11890820
1047,11890678,11892054
1048,11890096,11890898
1049,11890673,11890699
1050,11890117,11890127
1051,11890770,11891742
1052,11890701,11891158
1053,11890470,11890522
1054,11890453,11891025
1055,11890220,11890409
1056,11890668,11891216
1057,11889688,11890477
1058,11890119,11890423
1059,11890221,11890697
1060,11890240,11890942
1061,11890402,11891727
1062,11890209,11890591
1063,11890557,11891280
1064,11890313,11891249
1065,11890923,11907093
1066,11890432,11890857
1067,11890117,11890398
1068,11890617,11890821
1069,11890237,11891731
1070,11890675,11890685
1071,11890088,11891970
1072,11890670,11890801
1073,11890189,11890374
1074,11890126,11890303
1075,11890172,11890811
1076,11891038,11891926
1077,11890251,11890453
1078,11890287,11891212
1079,11890174,11891212
1080,11890171,11890285
1081,11890805,11892045
1082,11890612,11890697
1083,11890814,11891777
1084,11890406,11890573
1085,11890151,11890282
1086,11890122,11890565
1087,11890149,11890991
1088,11890120,11890314
1089,11891020,11891216
1090,11890079,11890919
1091,11890529,11891134
1092,11890200,11891140
1093,11890084,11890226
1094,11890227,11890482
1095,11890394,11890697
1096,11890320,11890365
1097,11890082,11890992
1098,11890079,11907152
1099,11890244,11890482
1100,11890641,11890697
1101,11890741,11891082
1102,11890227,11890581
1103,11890997,11891218
1104,11890156,11890601
1105,11890299,11890586
1106,11890243,11890346
1107,11890205,11892250
1108,11890059,11890453
1109,11890219,11890919
1110,11890552,11891268
1111,11890313,11890619
1112,11890172,11890371
1113,11890874,11891337
1114,11890119,11890959
1115,11890157,11892224
1116,11890117,11890529
1117,11890157,11907118
1118,11891810,11892065
1119,11890171,11891198
1120,11890983,11890997
1121,11891203,11892163
1122,11889652,11890641
1123,11890331,11890573
1124,11890277,11890394
1125,11890767,11907112
1126,11890801,11890868
1127,11890380,11891727
1128,11890167,11891020
1129,11890416,11890552
1130,11890770,11890910
1131,11890874,11890990
1132,11889649,11890320
1133,11890088,11890541
1134,11890064,11890366
1135,11890942,11891007
1136,11890473,11890740
1137,11890618,11890991
1138,11890074,11891218
1139,11890430,11890978
1140,11890063,11890919
1141,11890119,11907093
1142,11890084,11890997
1143,11891206,11891249
1144,11890361,11890900
1145,11890669,11891007
1146,11890255,11892022
1147,11890159,11890991
1148,11890122,11890920
1149,11890182,11890361
1150,11890749,11890900
1151,11890298,11891216
1152,11890750,11891758
1153,11890154,11892045
1154,11890122,11890282
1155,11890224,11890319
1156,11890259,11891025
1157,11890172,11890417
1158,11890460,11891158
1159,11889688,11890804
1160,11890346,11891086
1161,11889654,11891742
1162,11890147,11890619
1163,11890351,11890821
1164,11890065,11890558
1165,11890075,11907116
1166,11890545,11891011
1167,11890274,11907098
1168,11890108,11890171
1169,11890363,11891797
1170,11890363,11890812
1171,11890101,11890406
1172,11890088,11890194
1173,11890745,11890997
1174,11890659,11891268
1175,11892045,11907111
1176,11889646,11890200
1177,11890274,11890869
1178,11890520,11907109
1179,11890541,11891732
1180,11890342,11890995
1181,11890240,11890312
1182,11890158,11890223
1183,11890453,11890983
1184,11890956,11891134
1185,11890215,11890261
1186,11890437,11891134
1187,11890594,11890618
1188,11890342,11890740
1189,11890119,11891127
1190,11890784,11891944
1191,11890148,11890965
1192,11890226,11892214
1193,11890251,11891280
1194,11890329,11891028
1195,11890221,11890323
1196,11890075,11890870
1197,11890371,11890389
1198,11890409,11907089
1199,11890100,11890520
1200,11890233,11892224
1201,11890068,11890694
1202,11890869,11891777
1203,11890468,11890619
1204,11890437,11891970
1205,11890150,11890314
1206,11890148,11890334
1207,11890086,11890997
1208,11890108,11890601
1209,11890129,11890484
1210,11890159,11890196
1211,11890122,11890522
1212,11890284,11891080
1213,11890072,11892163
1214,11890282,11890541
1215,11890113,11890126
1216,11890342,11891007
1217,11890221,11891341
1218,11891024,11891206
1219,11890724,11907152
1220,11890229,11891034
1221,11890204,11892213
1222,11890368,11892045
1223,11890221,11890406
1224,11891008,11891944
1225,11889652,11890251
1226,11890558,11890978
1227,11890484,11890549
1228,11890204,11890529
1229,11890731,11891080
1230,11890909,11907093
1231,11890389,11891793
1232,11890454,11890868
1233,11889646,11890536
1234,11890308,11890775
1235,11890172,11890221
1236,11890821,11891082
1237,11890084,11890659
1238,11890078,11890966
1239,11890097,11890767
1240,11890394,11892208
1241,11890699,11890902
1242,11890966,11892172
1243,11890205,11890909
1244,11890168,11892178
1245,11891100,11891325
1246,11890380,11890502
1247,11890134,11890652
1248,11890529,11890850
1249,11890120,11891966
1250,11890473,11890541
1251,11890180,11890983
1252,11891143,11892024
1253,11890245,11890848
1254,11890253,11891158
1255,11891047,11891269
1256,11890108,11891158
1257,11890330,11891007
1258,11890698,11892182
1259,11890219,11890990
1260,11890430,11907136
1261,11890520,11890902
1262,11890394,11891060
1263,11890082,11892022
1264,11890731,11892172
1265,11890427,11890453
1266,11890198,11890567
1267,11890415,11890730
1268,11890775,11890850
1269,11890518,11892214
1270,11891335,11907093
1271,11890331,11890578
1272,11890182,11890678
1273,11890105,11890407
1274,11889649,11890437
1275,11890062,11891002
1276,11890191,11890295
1277,11890111,11890398
1278,11891034,11891100
1279,11890337,11890967
1280,11890821,11891212
1281,11890390,11890909
1282,11890511,11891002
1283,11890096,11892182
1284,11890149,11890319
1285,11891216,11891314
1286,11890365,11890586
1287,11890189,11890850
1288,11890126,11890694
1289,11890237,11890262
1290,11890273,11890287
1291,11890731,11890741
1292,11890363,11891267
1293,11890323,11890586
1294,11890298,11890858
1295,11890091,11890730
1296,11890371,11891034
1297,11890117,11890697
1298,11890160,11891140
1299,11890685,11891966
1300,11890394,11891730
1301,11890697,11890770
1302,11890219,11892079
1303,11890121,11890205
1304,11890698,11890997
1305,11890182,11890540
1306,11890215,11891039
1307,11890167,11890945
1308,11890088,11892213
1309,11890694,11891337
1310,11890107,11890991
1311,11890540,11890855
1312,11890111,11890331
1313,11890091,11890197
1314,11890285,11907098
1315,11890724,11890874
1316,11890094,11892195
1317,11890211,11890303
1318,11889654,11890198
1319,11890409,11891228
1320,11890078,11891047
1321,11890518,11891249
1322,11890744,11891086
1323,11890670,11890920
1324,11890058,11890470
1325,11891198,11891944
1326,11890417,11890454
1327,11890096,11890473
1328,11890111,11890685
1329,11890567,11891028
1330,11890223,11890396
1331,11891025,11891941
1332,11890249,11891158
1333,11890529,11890573
1334,11890337,11891136
1335,11891094,11891981
1336,11890705,11890997
1337,11890302,11890587
1338,11890522,11890656
1339,11890240,11892172
1340,11890201,11890210
1341,11890221,11890282
1342,11890158,11890699
1343,11889649,11890306
1344,11890159,11890971
1345,11890227,11890598
1346,11890227,11890557
1347,11890511,11890617
1348,11890346,11890545
1349,11890118,11890216
1350,11890524,11890581
1351,11890210,11891115
1352,11890118,11890801
1353,11890109,11890285
1354,11890105,11890158
1355,11891216,11892163
1356,11890385,11890647
1357,11890065,11907116
1358,11889651,11907152
1359,11891008,11891926
1360,11890129,11891030
